id,name,salary,Increased_Salary
97673,Mary Cardenas,976730000,1074403000.0
97674,Judith Evans,976740000,1074414000.0
97675,James Arrington,976750000,1074425000.0
97676,Gary Smith,976760000,1074436000.0
97677,Eliseo Burke,976770000,1074447000.0
97678,Lorraine Kats,976780000,1074458000.0
97679,Luis Knight,976790000,1074469000.0
97680,Carrie Thomas,976800000,1074480000.0
97681,Paul Rose,976810000,1074491000.0
97682,Michael Brown,976820000,1074502000.0
97683,Jeremy Owens,976830000,1074513000.0
97684,Scott Reilly,976840000,1074524000.0
97685,Gracia Lara,976850000,1074535000.0
97686,Norman Perry,976860000,1074546000.0
97687,Lisa Miller,976870000,1074557000.0
97688,Justin Airington,976880000,1074568000.0
97689,Brent Dunn,976890000,1074579000.0
97690,Michael Berryman,976900000,1074590000.0
97691,Marcia Tapper,976910000,1074601000.0
97692,Sharon Cada,976920000,1074612000.0
97693,Jesus Burgess,976930000,1074623000.0
97694,Richard Castro,976940000,1074634000.0
97695,Tessie Ray,976950000,1074645000.0
97696,Jennie Ellis,976960000,1074656000.0
97697,Eleanor Wiley,976970000,1074667000.0
97698,Rose Mccoy,976980000,1074678000.0
97699,Lois Enfinger,976990000,1074689000.0
97700,Harold Martinez,977000000,1074700000.0
97701,Michael Olson,977010000,1074711000.0
97702,Robert Harlan,977020000,1074722000.0
97703,Iona Glover,977030000,1074733000.0
97704,Bennie Wyatt,977040000,1074744000.0
97705,Bertha Rivera,977050000,1074755000.0
97706,David Williams,977060000,1074766000.0
97707,Angela Dennis,977070000,1074777000.0
97708,Lauri Javier,977080000,1074788000.0
97709,Erica Stetson,977090000,1074799000.0
97710,Thomas Johnson,977100000,1074810000.0
97711,Mary Johnson,977110000,1074821000.0
97712,Helen Salley,977120000,1074832000.0
97713,Joann Tanaka,977130000,1074843000.0
97714,Kevin Davidson,977140000,1074854000.0
97715,Donna Mellish,977150000,1074865000.0
97716,Lincoln Noe,977160000,1074876000.0
97717,Regina Gaffney,977170000,1074887000.0
97718,Robert Cunningham,977180000,1074898000.0
97719,Jennifer Troia,977190000,1074909000.0
97720,John Stamps,977200000,1074920000.0
97721,Alan Gonzalez,977210000,1074931000.0
97722,Andrea Samuels,977220000,1074942000.0
97723,William Carbaugh,977230000,1074953000.0
97724,Willie Tong,977240000,1074964000.0
97725,Thomas James,977250000,1074975000.0
97726,Glenda Burke,977260000,1074986000.0
97727,Paula Vaughan,977270000,1074997000.0
97728,Linda Solomon,977280000,1075008000.0
97729,Patrick Harding,977290000,1075019000.0
97730,Darrell Knight,977300000,1075030000.0
97731,Randy Wise,977310000,1075041000.0
97732,Coreen Mckinney,977320000,1075052000.0
97733,Dorothea Key,977330000,1075063000.0
97734,Anna Leon,977340000,1075074000.0
97735,Frankie Fitch,977350000,1075085000.0
97736,William Warner,977360000,1075096000.0
97737,Dennis Darosa,977370000,1075107000.0
97738,Dorothy Pontbriand,977380000,1075118000.0
97739,Ruth Glaser,977390000,1075129000.0
97740,Brian Williams,977400000,1075140000.0
97741,Shirley Mata,977410000,1075151000.0
97742,Sandra Clancy,977420000,1075162000.0
97743,Daniel Peterson,977430000,1075173000.0
97744,Kathleen Willimas,977440000,1075184000.0
97745,Byron Caya,977450000,1075195000.0
97746,Trisha Mukai,977460000,1075206000.0
97747,Louis Gonzales,977470000,1075217000.0
97748,Ruben Siebert,977480000,1075228000.0
97749,Kevin Naiman,977490000,1075239000.0
97750,Jack Inabinet,977500000,1075250000.0
97751,Michelle Kenney,977510000,1075261000.0
97752,Kathryn Pellham,977520000,1075272000.0
97753,Connie Madden,977530000,1075283000.0
97754,Hattie Dale,977540000,1075294000.0
97755,Rene Quitugua,977550000,1075305000.0
97756,Mike Wager,977560000,1075316000.0
97757,Betty Garcia,977570000,1075327000.0
97758,Amanda Norton,977580000,1075338000.0
97759,Robert Eslinger,977590000,1075349000.0
97760,Lucienne Humphries,977600000,1075360000.0
97761,Ruth Taylor,977610000,1075371000.0
97762,Cecil Tomasi,977620000,1075382000.0
97763,Minnie Johnson,977630000,1075393000.0
97764,Winnifred Haney,977640000,1075404000.0
97765,Diana Smith,977650000,1075415000.0
97766,Elizabeth Lee,977660000,1075426000.0
97767,Ruby Fleming,977670000,1075437000.0
97768,Lee Hampton,977680000,1075448000.0
97769,Liliana Wehausen,977690000,1075459000.0
97770,Domingo Hoster,977700000,1075470000.0
97771,Carolyn Payne,977710000,1075481000.0
97772,Charles Tait,977720000,1075492000.0
97773,Diana Addington,977730000,1075503000.0
97774,Carol Clark,977740000,1075514000.0
97775,Vicky Pope,977750000,1075525000.0
97776,Jessica Donoghue,977760000,1075536000.0
97777,Brenda Starr,977770000,1075547000.0
97778,Eric Shepard,977780000,1075558000.0
97779,Jacqulyn Embry,977790000,1075569000.0
97780,William Crouse,977800000,1075580000.0
97781,Robert Mcintyre,977810000,1075591000.0
97782,Juan Hill,977820000,1075602000.0
97783,Dwayne Quiroz,977830000,1075613000.0
97784,Gary Carter,977840000,1075624000.0
97785,Cynthia Black,977850000,1075635000.0
97786,Frank Mclean,977860000,1075646000.0
97787,James Davis,977870000,1075657000.0
97788,Robert Cook,977880000,1075668000.0
97789,Robert Burney,977890000,1075679000.0
97790,Michelle Hoskins,977900000,1075690000.0
97791,Howard Gravette,977910000,1075701000.0
97792,Lisa Vent,977920000,1075712000.0
97793,Matthew Arias,977930000,1075723000.0
97794,Eleanor Cantu,977940000,1075734000.0
97795,Linda Ferrari,977950000,1075745000.0
97796,Janice Fontenot,977960000,1075756000.0
97797,Timothy Bremer,977970000,1075767000.0
97798,John Cardello,977980000,1075778000.0
97799,Lula Allen,977990000,1075789000.0
97800,Pedro Tollison,978000000,1075800000.0
97801,Jesse Foster,978010000,1075811000.0
97802,Carolann Huffman,978020000,1075822000.0
97803,Florence William,978030000,1075833000.0
97804,Jessica Brophy,978040000,1075844000.0
97805,Lorna Knights,978050000,1075855000.0
97806,Fred Brown,978060000,1075866000.0
97807,Jeremy Molina,978070000,1075877000.0
97808,Sean Hayes,978080000,1075888000.0
97809,Louise Formica,978090000,1075899000.0
97810,Anthony Bobo,978100000,1075910000.0
97811,John Maskell,978110000,1075921000.0
97812,Juan Pinkerton,978120000,1075932000.0
97813,Clara Robinson,978130000,1075943000.0
97814,William Whitney,978140000,1075954000.0
97815,Amy Dietrick,978150000,1075965000.0
97816,Mary Santucci,978160000,1075976000.0
97817,Renee Smith,978170000,1075987000.0
97818,Lawrence Joyce,978180000,1075998000.0
97819,Catherine Walker,978190000,1076009000.0
97820,Amanda Slaney,978200000,1076020000.0
97821,Etta Jorgensen,978210000,1076031000.0
97822,Nicole Turner,978220000,1076042000.0
97823,Albert Woosley,978230000,1076053000.0
97824,Shakira Davis,978240000,1076064000.0
97825,Danny Moy,978250000,1076075000.0
97826,Mindy Riley,978260000,1076086000.0
97827,Jeffrey Smetana,978270000,1076097000.0
97828,Caroline Hollister,978280000,1076108000.0
97829,Cheryl Mcwhirt,978290000,1076119000.0
97830,Alex Valentine,978300000,1076130000.0
97831,Dorothy Thompson,978310000,1076141000.0
97832,Michael Minick,978320000,1076152000.0
97833,Pablo Foutch,978330000,1076163000.0
97834,Bonita Cutler,978340000,1076174000.0
97835,Nora Pernell,978350000,1076185000.0
97836,Marc Davis,978360000,1076196000.0
97837,Cindi West,978370000,1076207000.0
97838,Jessi Alfaro,978380000,1076218000.0
97839,Roger Haro,978390000,1076229000.0
97840,Matthew Ford,978400000,1076240000.0
97841,Jacqueline Smith,978410000,1076251000.0
97842,Mary Coleman,978420000,1076262000.0
97843,Joseph Clift,978430000,1076273000.0
97844,Stephanie Hartwell,978440000,1076284000.0
97845,Randy Childs,978450000,1076295000.0
97846,John Partridge,978460000,1076306000.0
97847,Marilyn Evans,978470000,1076317000.0
97848,Patricia Bailey,978480000,1076328000.0
97849,Vincent Leal,978490000,1076339000.0
97850,Addie Malinsky,978500000,1076350000.0
97851,Christie Castro,978510000,1076361000.0
97852,Michael Wilds,978520000,1076372000.0
97853,Lavonne Stephens,978530000,1076383000.0
97854,Jeanine Martinez,978540000,1076394000.0
97855,Randall Green,978550000,1076405000.0
97856,George Alvarado,978560000,1076416000.0
97857,Christopher Niess,978570000,1076427000.0
97858,Sonny Clark,978580000,1076438000.0
97859,Antonio Jara,978590000,1076449000.0
97860,Nelson Braden,978600000,1076460000.0
97861,Frederick Adomaitis,978610000,1076471000.0
97862,Ora Bryant,978620000,1076482000.0
97863,Julio Schoen,978630000,1076493000.0
97864,Marshall Smith,978640000,1076504000.0
97865,Carmen White,978650000,1076515000.0
97866,William Harrison,978660000,1076526000.0
97867,Kathleen Boone,978670000,1076537000.0
97868,Bridget Hager,978680000,1076548000.0
97869,Herman Wilson,978690000,1076559000.0
97870,Wendell Mccrystal,978700000,1076570000.0
97871,Bryan Woode,978710000,1076581000.0
97872,Rupert Lauffer,978720000,1076592000.0
97873,John Jefferson,978730000,1076603000.0
97874,Robert Difilippo,978740000,1076614000.0
97875,Angel Carter,978750000,1076625000.0
97876,Harriett Walker,978760000,1076636000.0
97877,Chester Mccallister,978770000,1076647000.0
97878,Anthony Flores,978780000,1076658000.0
97879,Crystal Leigh,978790000,1076669000.0
97880,Russell Swartz,978800000,1076680000.0
97881,Henry Roberts,978810000,1076691000.0
97882,Christina Murphy,978820000,1076702000.0
97883,Josephine Hendricks,978830000,1076713000.0
97884,Jason Cox,978840000,1076724000.0
97885,Anna Saucedo,978850000,1076735000.0
97886,Fred Jennings,978860000,1076746000.0
97887,Gloria Vargas,978870000,1076757000.0
97888,Josh Pilkenton,978880000,1076768000.0
97889,Paul Olson,978890000,1076779000.0
97890,Marvin Veitch,978900000,1076790000.0
97891,Jose Cardona,978910000,1076801000.0
97892,Amanda Wellman,978920000,1076812000.0
97893,Patricia Hollon,978930000,1076823000.0
97894,Richard Harris,978940000,1076834000.0
97895,Elvira Yamashita,978950000,1076845000.0
97896,Stephen Olmstead,978960000,1076856000.0
97897,Roger Crow,978970000,1076867000.0
97898,Brian Canales,978980000,1076878000.0
97899,Tommy Simmons,978990000,1076889000.0
97900,Charles Thomlinson,979000000,1076900000.0
97901,John Ashton,979010000,1076911000.0
97902,Rosalie Bailey,979020000,1076922000.0
97903,Ivory Unch,979030000,1076933000.0
97904,Willie Fieck,979040000,1076944000.0
97905,Rodney Funk,979050000,1076955000.0
97906,Stefan Priddy,979060000,1076966000.0
97907,William Francis,979070000,1076977000.0
97908,Keith Johnson,979080000,1076988000.0
97909,Lola Sweet,979090000,1076999000.0
97910,Jorge Beaudoin,979100000,1077010000.0
97911,Rhonda Norwood,979110000,1077021000.0
97912,Allen Bernier,979120000,1077032000.0
97913,Judith Eddins,979130000,1077043000.0
97914,Marcus Peterson,979140000,1077054000.0
97915,Cinthia Spencer,979150000,1077065000.0
97916,Candy Mcmanus,979160000,1077076000.0
97917,Roberto Soto,979170000,1077087000.0
97918,Shirley Castillo,979180000,1077098000.0
97919,Angela Russo,979190000,1077109000.0
97920,Leah Motyka,979200000,1077120000.0
97921,Earl Hubbard,979210000,1077131000.0
97922,David Morey,979220000,1077142000.0
97923,Dennis Garcia,979230000,1077153000.0
97924,Marian Sale,979240000,1077164000.0
97925,Patrick Clark,979250000,1077175000.0
97926,Kathleen Alsina,979260000,1077186000.0
97927,Retha Keirstead,979270000,1077197000.0
97928,Richard Lehnortt,979280000,1077208000.0
97929,Betty Jeffery,979290000,1077219000.0
97930,Louise Davis,979300000,1077230000.0
97931,Timothy Martinez,979310000,1077241000.0
97932,Alice Atkinson,979320000,1077252000.0
97933,Rae Dewey,979330000,1077263000.0
97934,John Sanchez,979340000,1077274000.0
97935,Richard Burson,979350000,1077285000.0
97936,Keith Sears,979360000,1077296000.0
97937,Margaret Cutler,979370000,1077307000.0
97938,Gail Eakes,979380000,1077318000.0
97939,Estella Pruitt,979390000,1077329000.0
97940,Sean Randall,979400000,1077340000.0
97941,William Richter,979410000,1077351000.0
97942,Diana Stone,979420000,1077362000.0
97943,Sandra Nixon,979430000,1077373000.0
97944,Josie Cox,979440000,1077384000.0
97945,Peggy Travis,979450000,1077395000.0
97946,Hector Wallis,979460000,1077406000.0
97947,James Smith,979470000,1077417000.0
97948,William Parker,979480000,1077428000.0
97949,Norman Fujii,979490000,1077439000.0
97950,Sarah Griffie,979500000,1077450000.0
97951,Casey Ocasio,979510000,1077461000.0
97952,Sheri Gonzalez,979520000,1077472000.0
97953,Allison Beyer,979530000,1077483000.0
97954,Billie Robinson,979540000,1077494000.0
97955,David Macdonald,979550000,1077505000.0
97956,Kim Clements,979560000,1077516000.0
97957,Colleen Silva,979570000,1077527000.0
97958,Dennis Parizo,979580000,1077538000.0
97959,Lance Johnson,979590000,1077549000.0
97960,Joseph Clark,979600000,1077560000.0
97961,Paula Pennington,979610000,1077571000.0
97962,Arthur Smith,979620000,1077582000.0
97963,Lloyd Whisler,979630000,1077593000.0
97964,Marianne Mitchell,979640000,1077604000.0
97965,Ila Palmer,979650000,1077615000.0
97966,Barbara Sell,979660000,1077626000.0
97967,Fannie Blevins,979670000,1077637000.0
97968,Leonard Kasper,979680000,1077648000.0
97969,Holly Sturgis,979690000,1077659000.0
97970,Kyle Blair,979700000,1077670000.0
97971,Audra Woolley,979710000,1077681000.0
97972,Stephen Anthony,979720000,1077692000.0
97973,Chantal Bruce,979730000,1077703000.0
97974,Irma Hardy,979740000,1077714000.0
97975,Ernest Clark,979750000,1077725000.0
97976,Timothy Merrill,979760000,1077736000.0
97977,Wendy Paynes,979770000,1077747000.0
97978,Robert Zordan,979780000,1077758000.0
97979,Emil Weber,979790000,1077769000.0
97980,Kelly White,979800000,1077780000.0
97981,Victor Wilson,979810000,1077791000.0
97982,Donna Stephens,979820000,1077802000.0
97983,Gretchen Fink,979830000,1077813000.0
97984,Earl Simonson,979840000,1077824000.0
97985,Julia Mcmillan,979850000,1077835000.0
97986,Vivian Vest,979860000,1077846000.0
97987,Kerri Fulmer,979870000,1077857000.0
97988,Michael Kellar,979880000,1077868000.0
97989,Robert Johnson,979890000,1077879000.0
97990,Christine Hines,979900000,1077890000.0
97991,Carol Chalmers,979910000,1077901000.0
97992,Robert Kathleen,979920000,1077912000.0
97993,Ethel Frazier,979930000,1077923000.0
97994,Helen Maloon,979940000,1077934000.0
97995,Coleen Clark,979950000,1077945000.0
97996,James Dealba,979960000,1077956000.0
97997,Bonnie Thomas,979970000,1077967000.0
97998,Brandon Thon,979980000,1077978000.0
97999,Floyd Marshall,979990000,1077989000.0
98000,James Burruss,980000000,1078000000.0
98001,Thomas Hinrichs,980010000,1078011000.0
98002,Annette Kessler,980020000,1078022000.0
98003,Janice Cartmill,980030000,1078033000.0
98004,Darryl Lincoln,980040000,1078044000.0
98005,Mary Graves,980050000,1078055000.0
98006,Jack Thrall,980060000,1078066000.0
98007,Elijah Prokop,980070000,1078077000.0
98008,Jose Johnson,980080000,1078088000.0
98009,Gilbert Edwards,980090000,1078099000.0
98010,Margaret Davis,980100000,1078110000.0
98011,Kris Barco,980110000,1078121000.0
98012,Haley Fowler,980120000,1078132000.0
98013,James Carter,980130000,1078143000.0
98014,Andrew Thompson,980140000,1078154000.0
98015,Mary Prechtl,980150000,1078165000.0
98016,Kimberlee Gray,980160000,1078176000.0
98017,Sara Tallman,980170000,1078187000.0
98018,William Richmond,980180000,1078198000.0
98019,Temika Mueller,980190000,1078209000.0
98020,Lynn Wayland,980200000,1078220000.0
98021,Owen Mikula,980210000,1078231000.0
98022,Rhoda Koenig,980220000,1078242000.0
98023,Guy Lopez,980230000,1078253000.0
98024,Linda Neal,980240000,1078264000.0
98025,John Jefferson,980250000,1078275000.0
98026,Julissa Lee,980260000,1078286000.0
98027,Carla Shirley,980270000,1078297000.0
98028,Barbara Boggs,980280000,1078308000.0
98029,Vicki Venegas,980290000,1078319000.0
98030,Martha Johnson,980300000,1078330000.0
98031,Roseanna Ellis,980310000,1078341000.0
98032,Andrew Lopez,980320000,1078352000.0
98033,Mitchell Parrish,980330000,1078363000.0
98034,Christopher Schwartz,980340000,1078374000.0
98035,Brenda Vega,980350000,1078385000.0
98036,Marsha Sizer,980360000,1078396000.0
98037,Robert Page,980370000,1078407000.0
98038,David Rosa,980380000,1078418000.0
98039,Frederick Rivera,980390000,1078429000.0
98040,Miriam Gaub,980400000,1078440000.0
98041,Agnes Levine,980410000,1078451000.0
98042,Larry Fincher,980420000,1078462000.0
98043,Mary Cole,980430000,1078473000.0
98044,Shirley Proffitt,980440000,1078484000.0
98045,Warren Smith,980450000,1078495000.0
98046,Dorothy Taylor,980460000,1078506000.0
98047,Raymond Holden,980470000,1078517000.0
98048,Raquel Kelly,980480000,1078528000.0
98049,Emily Jacobs,980490000,1078539000.0
98050,Susan Reed,980500000,1078550000.0
98051,James Grigsby,980510000,1078561000.0
98052,Elizabeth Vanlue,980520000,1078572000.0
98053,Megan Plessinger,980530000,1078583000.0
98054,Kathy Buckingham,980540000,1078594000.0
98055,Kenneth Meyer,980550000,1078605000.0
98056,Roger Cantrell,980560000,1078616000.0
98057,Antoinette Pedraza,980570000,1078627000.0
98058,Wendy Greenlee,980580000,1078638000.0
98059,Dave Converse,980590000,1078649000.0
98060,Cynthia Morales,980600000,1078660000.0
98061,James Leavins,980610000,1078671000.0
98062,Chad Gonzales,980620000,1078682000.0
98063,Lucy Gordon,980630000,1078693000.0
98064,James Everett,980640000,1078704000.0
98065,Gayla Roman,980650000,1078715000.0
98066,Kim Key,980660000,1078726000.0
98067,Freddie Brown,980670000,1078737000.0
98068,Diane Baker,980680000,1078748000.0
98069,Delbert Fraley,980690000,1078759000.0
98070,Evelia Ledford,980700000,1078770000.0
98071,Anne Salas,980710000,1078781000.0
98072,Ellsworth Powers,980720000,1078792000.0
98073,Maria Holliday,980730000,1078803000.0
98074,Andrea Wright,980740000,1078814000.0
98075,Stephanie Babb,980750000,1078825000.0
98076,Leslie Danford,980760000,1078836000.0
98077,David Angeles,980770000,1078847000.0
98078,Sean Sanders,980780000,1078858000.0
98079,Les Choi,980790000,1078869000.0
98080,Cherie Knight,980800000,1078880000.0
98081,Marie Hansen,980810000,1078891000.0
98082,Arlene Daniels,980820000,1078902000.0
98083,Jennifer Ashpole,980830000,1078913000.0
98084,Chad Ford,980840000,1078924000.0
98085,Lisa Farmer,980850000,1078935000.0
98086,Kathy Green,980860000,1078946000.0
98087,Jo Halterman,980870000,1078957000.0
98088,Henry Maske,980880000,1078968000.0
98089,Ivan Tomas,980890000,1078979000.0
98090,Karen Palmer,980900000,1078990000.0
98091,Brian Bouman,980910000,1079001000.0
98092,Rachelle Taylor,980920000,1079012000.0
98093,James Spivey,980930000,1079023000.0
98094,Paul Odell,980940000,1079034000.0
98095,Christopher Brauer,980950000,1079045000.0
98096,Shemeka Norris,980960000,1079056000.0
98097,Jacqueline Jeffrey,980970000,1079067000.0
98098,Richard Haynes,980980000,1079078000.0
98099,Bessie Freeborn,980990000,1079089000.0
98100,Dianna Goleman,981000000,1079100000.0
98101,Brandon Studler,981010000,1079111000.0
98102,Adam Fry,981020000,1079122000.0
98103,Margaret Moldrem,981030000,1079133000.0
98104,Nathan Coleman,981040000,1079144000.0
98105,Catherine Piccinini,981050000,1079155000.0
98106,Raymond Matteson,981060000,1079166000.0
98107,Farrah Sparks,981070000,1079177000.0
98108,Tina Sena,981080000,1079188000.0
98109,Catherine Chappell,981090000,1079199000.0
98110,Howard Mohler,981100000,1079210000.0
98111,Ray Beard,981110000,1079221000.0
98112,Pedro Morris,981120000,1079232000.0
98113,Elizabeth Siple,981130000,1079243000.0
98114,Minnie Hart,981140000,1079254000.0
98115,Alberta Ng,981150000,1079265000.0
98116,Stephanie Johnson,981160000,1079276000.0
98117,Claire Phillips,981170000,1079287000.0
98118,Francisco Shellhamer,981180000,1079298000.0
98119,Gail Herrmann,981190000,1079309000.0
98120,Anna Anger,981200000,1079320000.0
98121,Esther Sherburne,981210000,1079331000.0
98122,Carolyn Masson,981220000,1079342000.0
98123,Darla Garfield,981230000,1079353000.0
98124,Veronica Setser,981240000,1079364000.0
98125,Cheryl Mallette,981250000,1079375000.0
98126,Roberta Lee,981260000,1079386000.0
98127,Laura Noland,981270000,1079397000.0
98128,Edward Guidry,981280000,1079408000.0
98129,John Stagner,981290000,1079419000.0
98130,Gertrude Jewell,981300000,1079430000.0
98131,Elisa Harmon,981310000,1079441000.0
98132,Saul Davis,981320000,1079452000.0
98133,Katherine Figueroa,981330000,1079463000.0
98134,Susie Matthews,981340000,1079474000.0
98135,Kathleen Khalaf,981350000,1079485000.0
98136,Della Reed,981360000,1079496000.0
98137,Delores Gray,981370000,1079507000.0
98138,Joe Fall,981380000,1079518000.0
98139,Iris Carr,981390000,1079529000.0
98140,Willie Chung,981400000,1079540000.0
98141,Catherine Lafond,981410000,1079551000.0
98142,Michael Otero,981420000,1079562000.0
98143,Gary Brown,981430000,1079573000.0
98144,Elsie Hughes,981440000,1079584000.0
98145,Joseph Whitney,981450000,1079595000.0
98146,Andrew Jefferson,981460000,1079606000.0
98147,Cathy Rivera,981470000,1079617000.0
98148,Phyllis Sugar,981480000,1079628000.0
98149,Micheal Chaffins,981490000,1079639000.0
98150,Dorothy Foster,981500000,1079650000.0
98151,Yolanda Carmon,981510000,1079661000.0
98152,Austin Moore,981520000,1079672000.0
98153,Brenda Marshall,981530000,1079683000.0
98154,Hope Huot,981540000,1079694000.0
98155,Kim Robinson,981550000,1079705000.0
98156,Sheila Burke,981560000,1079716000.0
98157,Patricia Rodgers,981570000,1079727000.0
98158,Eugene Farley,981580000,1079738000.0
98159,Cora Tyner,981590000,1079749000.0
98160,Tracey Tatum,981600000,1079760000.0
98161,Mona Webster,981610000,1079771000.0
98162,Michael Soto,981620000,1079782000.0
98163,Martha Brown,981630000,1079793000.0
98164,Thelma Turner,981640000,1079804000.0
98165,Gregory Martin,981650000,1079815000.0
98166,Lillie Halley,981660000,1079826000.0
98167,Daisy Anderson,981670000,1079837000.0
98168,Christopher Naval,981680000,1079848000.0
98169,Danny Brasure,981690000,1079859000.0
98170,Rita Becker,981700000,1079870000.0
98171,John Daniel,981710000,1079881000.0
98172,Richard Nuss,981720000,1079892000.0
98173,Christina Driver,981730000,1079903000.0
98174,Jean Brawley,981740000,1079914000.0
98175,Jarvis Schultz,981750000,1079925000.0
98176,Charles Bush,981760000,1079936000.0
98177,Juan Wimer,981770000,1079947000.0
98178,Michael Lombardi,981780000,1079958000.0
98179,David Conyers,981790000,1079969000.0
98180,Cindy Montoya,981800000,1079980000.0
98181,Jody Oliver,981810000,1079991000.0
98182,Everette Kendall,981820000,1080002000.0
98183,Wayne Klingbeil,981830000,1080013000.0
98184,Margaret Boom,981840000,1080024000.0
98185,Michael Adderley,981850000,1080035000.0
98186,Bruce Gordon,981860000,1080046000.0
98187,Rosa Williams,981870000,1080057000.0
98188,Viola Beard,981880000,1080068000.0
98189,William Henderson,981890000,1080079000.0
98190,Aaron Mensik,981900000,1080090000.0
98191,Adam Gellings,981910000,1080101000.0
98192,Ana Yadao,981920000,1080112000.0
98193,Eugene Potts,981930000,1080123000.0
98194,Charles Dewitt,981940000,1080134000.0
98195,Clarence Hurley,981950000,1080145000.0
98196,Jose Brown,981960000,1080156000.0
98197,Lindsey Longo,981970000,1080167000.0
98198,James Stclair,981980000,1080178000.0
98199,Steve Bright,981990000,1080189000.0
98200,Beatrice Whitfield,982000000,1080200000.0
98201,Willie Rael,982010000,1080211000.0
98202,Valerie Melo,982020000,1080222000.0
98203,Deborah Moore,982030000,1080233000.0
98204,Eleanor Adkins,982040000,1080244000.0
98205,Kathryn Mason,982050000,1080255000.0
98206,Jeanette Cravens,982060000,1080266000.0
98207,Grace Stoltzfus,982070000,1080277000.0
98208,Barbara Bedolla,982080000,1080288000.0
98209,James Santamaria,982090000,1080299000.0
98210,Melissa Craft,982100000,1080310000.0
98211,James Galea,982110000,1080321000.0
98212,James Christensen,982120000,1080332000.0
98213,Richard Washington,982130000,1080343000.0
98214,Wayne Mercer,982140000,1080354000.0
98215,Ronald Roades,982150000,1080365000.0
98216,Pat Rivera,982160000,1080376000.0
98217,Gladys Beitel,982170000,1080387000.0
98218,Gracie Mattice,982180000,1080398000.0
98219,Suzanne Thomas,982190000,1080409000.0
98220,Judy Harris,982200000,1080420000.0
98221,Dianna Bowen,982210000,1080431000.0
98222,Daniel Perales,982220000,1080442000.0
98223,Winifred Bias,982230000,1080453000.0
98224,Fannie Edwards,982240000,1080464000.0
98225,Daryl Davidson,982250000,1080475000.0
98226,Karen Joyner,982260000,1080486000.0
98227,Matthew Floyd,982270000,1080497000.0
98228,Loren Mcmahon,982280000,1080508000.0
98229,Svetlana Beshears,982290000,1080519000.0
98230,Eugene Meyer,982300000,1080530000.0
98231,Sarah Graves,982310000,1080541000.0
98232,John Ramirez,982320000,1080552000.0
98233,Mariana Johnson,982330000,1080563000.0
98234,Ricky Yu,982340000,1080574000.0
98235,Chad Paar,982350000,1080585000.0
98236,Shirlene Barnes,982360000,1080596000.0
98237,Aaron Fennell,982370000,1080607000.0
98238,George Champagne,982380000,1080618000.0
98239,Maureen Johnston,982390000,1080629000.0
98240,Sarah Brown,982400000,1080640000.0
98241,Meredith Keith,982410000,1080651000.0
98242,Doris Evans,982420000,1080662000.0
98243,William Long,982430000,1080673000.0
98244,Sally Crayton,982440000,1080684000.0
98245,Paula Cole,982450000,1080695000.0
98246,Donna Pelc,982460000,1080706000.0
98247,Mary Smith,982470000,1080717000.0
98248,David Peak,982480000,1080728000.0
98249,Polly Sinka,982490000,1080739000.0
98250,Preston Mcbride,982500000,1080750000.0
98251,Paul Bonner,982510000,1080761000.0
98252,Lawrence Hagadone,982520000,1080772000.0
98253,Joan Wright,982530000,1080783000.0
98254,Janice Nieman,982540000,1080794000.0
98255,John Medina,982550000,1080805000.0
98256,Nola Ladner,982560000,1080816000.0
98257,Maureen Harrell,982570000,1080827000.0
98258,Patricia Goodpasture,982580000,1080838000.0
98259,Avril Morton,982590000,1080849000.0
98260,Lenora Woodard,982600000,1080860000.0
98261,Lisa Partee,982610000,1080871000.0
98262,Gary Googe,982620000,1080882000.0
98263,Milagros Fleming,982630000,1080893000.0
98264,Sandra Ryder,982640000,1080904000.0
98265,Emmett Wheeler,982650000,1080915000.0
98266,Sandra Otto,982660000,1080926000.0
98267,Inocencia Coachman,982670000,1080937000.0
98268,Jeffrey Sipriano,982680000,1080948000.0
98269,Martha Nero,982690000,1080959000.0
98270,Burton Nevels,982700000,1080970000.0
98271,Rose Gilliland,982710000,1080981000.0
98272,Marlon Hux,982720000,1080992000.0
98273,Julie Fisher,982730000,1081003000.0
98274,Kevin Manthe,982740000,1081014000.0
98275,Ali Linen,982750000,1081025000.0
98276,Ricardo Siefert,982760000,1081036000.0
98277,Mary Glass,982770000,1081047000.0
98278,Tanya Ramirez,982780000,1081058000.0
98279,Ronnie Todd,982790000,1081069000.0
98280,Theresa Jones,982800000,1081080000.0
98281,Kristi Hoxie,982810000,1081091000.0
98282,Gregory Jahr,982820000,1081102000.0
98283,Jeremy Caldwell,982830000,1081113000.0
98284,Ora Hilliard,982840000,1081124000.0
98285,Rebecca Hayes,982850000,1081135000.0
98286,Paul Jenkins,982860000,1081146000.0
98287,Genevieve Fields,982870000,1081157000.0
98288,Jeffrey Carter,982880000,1081168000.0
98289,Brandon Baker,982890000,1081179000.0
98290,Felix Greenberg,982900000,1081190000.0
98291,Gillian Bryant,982910000,1081201000.0
98292,Stacie Meehan,982920000,1081212000.0
98293,Laurie Binion,982930000,1081223000.0
98294,Doug Crawford,982940000,1081234000.0
98295,Grayce Johnson,982950000,1081245000.0
98296,Riley Dashnaw,982960000,1081256000.0
98297,Jose Harper,982970000,1081267000.0
98298,Catherine Pitcher,982980000,1081278000.0
